EmployeeNumber,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,ExpectedSalary,CompRatio,CompSegment,PercentSalaryHike,PerformanceRating,StockOptionLevel,StockMultiplier,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,IncentiveEligible,SimulatedPayout,RiskScore,AttritionRisk,Attrition,AttritionFlag
1037,26,Male,Sales,Sales Executive,2,Medical,Single,4969,4939.467067373882,1.0059789714605425,Fair,18,3,0,1.0,No,2,2,2,2,7,8,1,2,3,4,6,Non-Travel,29,1,10733.039999999999,15,Stable,Yes,1
1038,52,Female,Sales,Manager,1,Marketing,Married,19845,18114.194408974316,1.0955496861714253,Fair,15,3,1,1.1,No,32,14,6,9,33,1,4,1,3,4,3,Travel_Rarely,2,1,39293.100000000006,20,Stable,Yes,1
1039,44,Female,Sales,Sales Executive,3,Medical,Married,13320,12163.071987776537,1.0951180765341302,Fair,18,3,1,1.1,Yes,12,11,11,11,23,3,4,4,3,3,2,Travel_Rarely,28,0,0.0,45,Medium,No,0
1040,50,Female,Sales,Sales Executive,3,Life Sciences,Married,6347,10882.048566628695,0.5832541511957549,Underpaid,12,3,1,1.1,No,18,7,0,13,19,0,3,4,3,1,3,Non-Travel,1,1,10053.648000000001,30,Medium,No,0
1042,36,Female,Research & Development,Laboratory Technician,4,Life Sciences,Single,2743,9582.092254107447,0.2862631591575618,Underpaid,16,3,0,1.0,No,17,13,15,14,18,1,1,3,3,3,1,Travel_Rarely,16,1,5266.56,65,High,Yes,1
1043,39,Female,Research & Development,Manufacturing Director,3,Medical,Single,10880,11406.20128605091,0.95386708748561,Fair,13,3,0,1.0,Yes,21,6,2,8,21,1,1,4,3,3,2,Travel_Frequently,22,0,0.0,40,Medium,No,0
1044,33,Female,Sales,Sales Representative,1,Life Sciences,Single,2342,3144.4097087983214,0.7448138814248308,Underpaid,19,3,0,1.0,No,2,2,2,2,3,0,4,2,2,4,2,Non-Travel,8,1,5339.76,30,Medium,No,0
1045,45,Female,Sales,Manager,2,Life Sciences,Married,17650,14152.310939094888,1.2471461428425064,Overpaid,13,3,1,1.1,No,9,3,1,1,26,3,4,4,4,2,4,Travel_Rarely,11,0,0.0,0,Stable,No,0
1046,32,Female,Research & Development,Laboratory Technician,4,Medical,Single,4025,5780.614475682672,0.6962927586560183,Underpaid,12,3,0,1.0,No,8,7,7,7,10,9,3,4,3,2,2,Non-Travel,29,1,5796.0,50,High,No,0
1047,34,Male,Sales,Sales Executive,4,Marketing,Divorced,9725,9569.158938133263,1.0162857637619234,Fair,11,3,1,1.1,No,15,1,0,9,16,0,4,2,2,4,2,Travel_Rarely,1,1,14120.7,0,Stable,No,0
1048,59,Male,Sales,Manager,2,Technical Degree,Married,11904,8542.740141462415,1.3934639006779126,Overpaid,14,3,1,1.1,Yes,6,4,0,4,14,3,4,2,1,3,1,Travel_Rarely,1,0,0.0,25,Medium,No,0
1049,45,Male,Human Resources,Human Resources,4,Medical,Single,2177,3310.9475643739293,0.6575156983531545,Underpaid,16,3,0,1.0,No,6,3,0,4,6,1,2,2,3,1,3,Travel_Rarely,24,1,4179.84,45,Medium,No,0
1050,53,Female,Sales,Sales Executive,3,Marketing,Married,7525,15667.104065778254,0.4803057392359384,Underpaid,12,3,1,1.1,No,15,7,6,12,30,2,2,3,3,1,2,Travel_Frequently,2,1,11919.6,65,High,No,0
1052,36,Male,Research & Development,Laboratory Technician,3,Other,Divorced,4834,5372.405083084418,0.8997832302743434,Fair,14,3,1,1.1,No,1,0,0,0,9,7,3,1,2,2,3,Travel_Rarely,15,0,0.0,0,Stable,Yes,1
1053,26,Male,Research & Development,Research Scientist,3,Life Sciences,Married,2042,3703.6412016398463,0.5513493043267452,Underpaid,14,3,1,1.1,Yes,3,2,1,2,6,6,1,1,3,2,2,Travel_Frequently,2,0,0.0,70,High,Yes,1
1055,34,Female,Sales,Sales Representative,4,Life Sciences,Married,2220,1975.8348613228366,1.1235756810737174,Fair,19,3,1,1.1,Yes,1,1,0,0,1,1,3,3,3,4,2,Travel_Rarely,10,0,0.0,25,Medium,No,0
1056,28,Male,Sales,Sales Representative,1,Medical,Married,1052,2021.1913200431518,0.5204851166576058,Underpaid,22,4,0,1.0,No,1,0,0,0,1,1,2,4,3,2,5,Travel_Rarely,10,0,0.0,45,Medium,No,0
1060,38,Male,Research & Development,Research Scientist,4,Other,Married,2821,4461.458334008197,0.6323044593953653,Underpaid,16,3,1,1.1,No,2,2,2,2,8,3,3,3,3,1,2,Travel_Frequently,3,1,5957.952,30,Medium,No,0
1061,50,Male,Research & Development,Research Director,4,Medical,Married,19237,14366.182616203158,1.3390474361855322,Overpaid,11,3,1,1.1,Yes,8,1,7,7,29,2,3,2,2,4,2,Travel_Rarely,2,0,0.0,45,Medium,No,0
1062,37,Female,Research & Development,Healthcare Representative,3,Other,Single,4107,5108.3114554601,0.8039838674304339,Underpaid,15,3,0,1.0,No,4,3,0,1,8,3,2,4,2,1,3,Travel_Rarely,3,1,7392.599999999999,45,Medium,No,0
1066,40,Male,Sales,Sales Executive,3,Marketing,Married,8396,5334.5930007336665,1.5738782694097373,Overpaid,14,3,1,1.1,No,7,7,7,5,8,1,1,3,2,2,3,Travel_Rarely,26,0,0.0,35,Medium,No,0
1068,26,Female,Research & Development,Research Scientist,1,Medical,Divorced,2007,3489.6625030859514,0.5751272503358664,Underpaid,13,3,2,1.2,No,5,3,1,3,5,1,3,1,3,3,5,Travel_Frequently,1,1,3757.104,30,Medium,No,0
1069,46,Male,Research & Development,Research Director,4,Medical,Divorced,19627,11292.38234407315,1.7380743409118897,Overpaid,17,3,2,1.2,No,2,2,2,2,23,9,4,4,3,4,0,Travel_Rarely,1,0,0.0,0,Stable,No,0
1070,54,Female,Sales,Sales Executive,4,Life Sciences,Married,10686,7749.098814180626,1.3789990625032333,Overpaid,11,3,1,1.1,No,9,4,7,0,13,6,3,3,3,2,4,Travel_Rarely,2,0,0.0,20,Stable,No,0
1071,56,Female,Research & Development,Research Scientist,3,Medical,Married,2942,9115.00859763132,0.3227643691707022,Underpaid,19,3,1,1.1,No,5,4,0,3,18,2,3,1,3,2,4,Travel_Frequently,9,1,7378.536000000001,30,Medium,No,0
1073,36,Female,Research & Development,Manufacturing Director,5,Medical,Single,8858,8055.149029359174,1.0996692882669976,Fair,11,3,0,1.0,No,14,8,7,8,15,0,4,4,2,2,2,Travel_Rarely,12,1,11692.56,20,Stable,No,0
1074,55,Male,Research & Development,Manager,1,Medical,Single,16756,15461.318551898825,1.0837368070359157,Fair,15,3,0,1.0,No,9,7,6,2,31,7,1,3,4,2,3,Non-Travel,2,1,30160.8,35,Medium,No,0
1076,43,Male,Sales,Sales Executive,3,Medical,Divorced,10798,9841.82798831787,1.0971539040122522,Fair,13,3,1,1.1,No,1,0,0,0,18,5,4,3,3,3,5,Travel_Rarely,25,0,0.0,0,Stable,No,0
1077,20,Female,Sales,Sales Representative,3,Marketing,Single,2323,2519.6732951372933,0.9219449221782633,Fair,14,3,0,1.0,Yes,2,2,0,2,2,1,4,4,3,2,3,Travel_Frequently,9,0,0.0,25,Medium,Yes,1
1079,21,Female,Research & Development,Laboratory Technician,3,Life Sciences,Single,1416,1773.5491252490822,0.7983990856758101,Underpaid,13,3,0,1.0,No,1,0,1,0,1,1,1,3,2,1,6,Travel_Rarely,10,0,0.0,45,Medium,Yes,1
1080,46,Female,Research & Development,Research Scientist,4,Life Sciences,Divorced,4615,9380.337657034852,0.4919865540809128,Underpaid,23,4,3,1.3,Yes,16,13,1,7,19,8,1,4,3,1,2,Travel_Rarely,8,0,0.0,70,High,No,0
1081,51,Male,Research & Development,Research Scientist,4,Life Sciences,Married,2461,9491.516298310667,0.25928417785449276,Underpaid,12,3,3,1.3,Yes,10,0,2,7,18,9,3,1,4,3,2,Travel_Rarely,4,0,0.0,55,High,Yes,1
1082,28,Male,Research & Development,Healthcare Representative,2,Technical Degree,Single,8722,6230.546368111031,1.3998772314159542,Overpaid,12,3,0,1.0,No,10,7,1,9,10,1,1,2,2,1,2,Non-Travel,24,0,0.0,15,Stable,Yes,1
1083,26,Male,Research & Development,Laboratory Technician,2,Medical,Married,3955,4184.3561448443525,0.9451872314628506,Fair,16,3,2,1.2,No,5,3,1,3,6,1,1,1,3,1,2,Travel_Rarely,1,1,9112.32,15,Stable,No,0
1084,30,Male,Research & Development,Manufacturing Director,3,Other,Married,9957,4483.0078174906885,2.2210534545918583,Overpaid,15,3,1,1.1,No,6,2,0,2,7,0,1,3,2,3,1,Travel_Rarely,20,0,0.0,15,Stable,No,0
1085,41,Female,Research & Development,Research Scientist,2,Technical Degree,Married,3376,5780.047251374289,0.5840782701555437,Underpaid,13,3,0,1.0,No,10,6,0,8,10,1,3,2,3,3,3,Travel_Rarely,7,1,5266.56,30,Medium,No,0
1088,38,Female,Research & Development,Healthcare Representative,1,Life Sciences,Married,8823,11210.839517482214,0.7870061814943822,Underpaid,18,3,1,1.1,No,19,9,1,9,20,0,3,3,2,1,4,Travel_Rarely,17,1,20963.448,30,Medium,No,0
1092,40,Male,Research & Development,Healthcare Representative,4,Technical Degree,Married,10322,7500.927734022894,1.3760964464677106,Overpaid,20,4,1,1.1,No,11,10,11,1,14,4,4,1,3,4,6,Travel_Rarely,20,0,0.0,20,Stable,No,0
1094,27,Male,Research & Development,Laboratory Technician,5,Life Sciences,Married,4621,2511.467155014774,1.839960355751822,Overpaid,19,3,3,1.3,No,3,2,1,2,3,1,3,1,3,4,4,Non-Travel,8,0,0.0,0,Stable,No,0
1096,55,Male,Research & Development,Manufacturing Director,1,Life Sciences,Married,10976,11692.227709218943,0.9387432637277308,Fair,18,3,1,1.1,No,3,2,1,2,23,3,2,4,3,2,4,Travel_Frequently,2,1,26078.976000000002,15,Stable,No,0
1097,28,Female,Research & Development,Research Scientist,3,Other,Single,3660,5535.777828653687,0.6611537011213688,Underpaid,13,3,0,1.0,No,8,7,1,7,10,3,3,3,4,4,4,Travel_Rarely,10,1,5709.6,30,Medium,No,0
1098,44,Male,Human Resources,Human Resources,2,Medical,Married,10482,12201.906701164193,0.8590460701522906,Fair,14,3,1,1.1,No,20,6,3,6,24,9,1,2,3,4,1,Travel_Rarely,1,1,19370.736000000004,15,Stable,Yes,1
1099,33,Male,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,7119,5551.6267205702825,1.2823268491057178,Overpaid,15,3,1,1.1,No,3,2,1,2,9,4,4,4,3,3,2,Travel_Rarely,5,0,0.0,0,Stable,No,0
1100,35,Male,Sales,Sales Executive,3,Technical Degree,Single,9582,5574.029055405217,1.719043784084368,Overpaid,22,4,0,1.0,Yes,8,7,4,7,9,0,1,4,3,1,2,Travel_Rarely,4,0,0.0,60,High,Yes,1
1101,33,Female,Research & Development,Research Scientist,4,Medical,Single,4508,7255.173748546389,0.6213496955745823,Underpaid,22,4,0,1.0,No,13,7,3,8,14,1,3,1,3,2,4,Travel_Frequently,29,1,11901.12,30,Medium,Yes,1
1102,28,Male,Research & Development,Laboratory Technician,2,Life Sciences,Divorced,2207,3278.1004257662844,0.6732557619811463,Underpaid,16,3,1,1.1,No,4,2,2,2,4,1,3,1,2,4,5,Travel_Rarely,15,1,4661.184000000001,30,Medium,No,0
1103,34,Male,Research & Development,Healthcare Representative,1,Life Sciences,Single,7756,4990.16359291709,1.5542576622154567,Overpaid,17,3,0,1.0,No,6,2,0,4,7,0,4,1,2,3,1,Travel_Frequently,3,0,0.0,0,Stable,No,0
1105,37,Female,Sales,Sales Executive,4,Life Sciences,Divorced,6694,5255.818331557895,1.2736361072084104,Overpaid,14,3,3,1.3,Yes,1,0,0,0,8,2,4,4,3,3,5,Travel_Rarely,10,0,0.0,25,Medium,No,0
1106,25,Male,Research & Development,Laboratory Technician,1,Technical Degree,Married,3691,4638.905472267159,0.7956618262790572,Underpaid,15,3,1,1.1,Yes,7,7,5,6,7,1,4,4,4,2,3,Travel_Rarely,4,0,0.0,75,High,Yes,1
1107,26,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,2377,1460.7556195610969,1.6272400175425652,Overpaid,20,4,1,1.1,No,1,1,0,0,1,1,3,1,2,3,0,Travel_Rarely,21,0,0.0,0,Stable,Yes,1
1108,33,Male,Research & Development,Research Scientist,3,Medical,Single,2313,2934.4489716032094,0.7882229414731698,Underpaid,20,4,0,1.0,Yes,2,2,2,2,5,4,2,1,3,2,0,Travel_Rarely,25,0,0.0,70,High,Yes,1
1109,42,Male,Research & Development,Manager,2,Medical,Married,17665,12530.881221723925,1.4097172966076326,Overpaid,17,3,1,1.1,No,22,6,13,7,23,0,1,4,3,4,3,Travel_Rarely,2,0,0.0,35,Medium,No,0
1111,28,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,2596,1773.5491252490822,1.4637316570723184,Overpaid,15,3,2,1.2,No,1,0,0,0,1,1,2,1,3,1,2,Travel_Frequently,1,0,0.0,15,Stable,Yes,1
1113,50,Male,Sales,Sales Executive,4,Other,Single,4728,3851.790199744968,1.2274811853233976,Overpaid,14,3,0,1.0,Yes,0,0,0,0,5,3,3,4,3,4,4,Travel_Frequently,1,0,0.0,25,Medium,Yes,1
1114,33,Female,Sales,Sales Executive,3,Life Sciences,Married,4302,3556.9135213445024,1.209475567562817,Overpaid,17,3,1,1.1,No,3,2,0,2,4,0,2,4,3,3,3,Travel_Frequently,7,0,0.0,15,Stable,No,0
1115,34,Male,Research & Development,Research Scientist,4,Life Sciences,Married,2979,3548.6608853108946,0.8394715911940436,Underpaid,17,3,3,1.3,No,0,0,0,0,6,3,4,3,3,4,2,Non-Travel,3,0,0.0,30,Medium,No,0
1116,48,Male,Research & Development,Manager,4,Medical,Single,16885,13060.611020418819,1.292818534569491,Overpaid,22,4,0,1.0,No,5,4,2,1,27,2,4,1,2,3,3,Non-Travel,1,0,0.0,0,Stable,No,0
1117,45,Female,Sales,Sales Executive,4,Life Sciences,Married,5593,8688.063181354868,0.6437568285648442,Underpaid,13,3,1,1.1,No,15,10,4,12,15,1,3,2,3,4,2,Non-Travel,9,1,9597.588000000002,50,High,No,0
1118,52,Male,Research & Development,Healthcare Representative,4,Life Sciences,Single,10445,9593.524029770846,1.0887552861270617,Fair,19,3,0,1.0,No,8,6,4,0,18,7,2,2,3,4,4,Travel_Rarely,7,1,23814.6,35,Medium,No,0
1119,38,Male,Sales,Sales Executive,4,Marketing,Divorced,8740,5751.467433621954,1.5196121860844884,Overpaid,14,3,2,1.2,Yes,8,7,2,7,9,0,3,3,3,2,2,Travel_Rarely,10,0,0.0,25,Medium,No,0
1120,29,Female,Research & Development,Research Scientist,4,Life Sciences,Divorced,2514,5674.690714620962,0.4430197391238654,Underpaid,22,4,1,1.1,No,7,5,1,7,11,4,4,3,3,1,1,Travel_Rarely,28,1,7300.656000000001,30,Medium,No,0
1121,28,Female,Research & Development,Manufacturing Director,3,Medical,Divorced,7655,5756.373154525759,1.329830397458078,Overpaid,17,3,3,1.3,No,9,7,1,7,10,0,2,4,2,2,3,Travel_Rarely,3,0,0.0,15,Stable,No,0
1124,46,Male,Sales,Manager,1,Marketing,Married,17465,12766.058599213822,1.368080826534476,Overpaid,12,3,1,1.1,No,12,9,4,9,23,3,3,1,3,4,3,Travel_Rarely,3,0,0.0,20,Stable,No,0
1125,38,Male,Sales,Sales Executive,2,Marketing,Single,7351,6330.411739948341,1.1612198861586194,Overpaid,16,3,0,1.0,No,1,0,0,0,10,7,2,4,3,3,2,Travel_Rarely,2,0,0.0,15,Stable,No,0
1126,43,Female,Research & Development,Manufacturing Director,3,Life Sciences,Married,10820,9300.771964736417,1.1633442945406776,Overpaid,11,3,1,1.1,No,8,7,0,1,18,8,1,3,3,3,1,Travel_Frequently,27,0,0.0,15,Stable,No,0
1127,39,Male,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,12169,11527.190781666228,1.0556778516544167,Fair,11,3,3,1.3,No,18,7,11,5,21,7,4,1,3,4,4,Travel_Frequently,2,1,20882.004,20,Stable,Yes,1
1128,40,Male,Research & Development,Research Director,3,Medical,Single,19626,11220.759631297093,1.749079442470089,Overpaid,14,3,0,1.0,No,20,7,4,9,21,1,3,3,4,1,2,Travel_Rarely,14,0,0.0,20,Stable,No,0
1131,21,Female,Research & Development,Research Scientist,1,Technical Degree,Single,2070,2024.6354940291121,1.022406258363381,Fair,11,3,0,1.0,Yes,2,2,2,2,2,1,2,4,4,3,6,Travel_Rarely,1,0,0.0,40,Medium,No,0
1132,39,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,6782,5398.572001561356,1.2562581360475573,Overpaid,15,3,0,1.0,No,5,4,0,3,9,9,2,3,2,3,2,Non-Travel,9,0,0.0,15,Stable,No,0
1133,36,Male,Research & Development,Manufacturing Director,4,Life Sciences,Single,7779,9015.994774451217,0.8627999676800489,Fair,20,4,0,1.0,No,11,9,0,9,18,2,4,1,3,1,0,Non-Travel,18,1,18669.600000000002,0,Stable,No,0
1135,31,Male,Sales,Sales Representative,3,Life Sciences,Married,2791,2969.5302898667105,0.9398792831055028,Fair,12,3,1,1.1,No,2,2,2,2,3,0,4,3,3,1,4,Travel_Frequently,20,1,4420.944,0,Stable,No,0
1136,28,Male,Research & Development,Research Scientist,1,Life Sciences,Married,3201,3939.5194978153686,0.8125356409011533,Underpaid,17,3,0,1.0,No,5,3,0,4,6,0,2,1,1,1,2,Travel_Rarely,2,1,6530.040000000001,45,Medium,No,0
1137,35,Male,Sales,Sales Executive,2,Marketing,Divorced,4968,4203.124520789079,1.1819778299281332,Overpaid,11,3,1,1.1,No,5,2,0,2,5,1,4,4,3,4,3,Travel_Frequently,11,0,0.0,0,Stable,No,0
1138,49,Male,Sales,Sales Executive,4,Technical Degree,Married,13120,11606.150094723609,1.1304351479966313,Fair,17,3,1,1.1,No,9,8,2,3,22,6,2,4,3,2,3,Travel_Rarely,8,1,29441.280000000006,15,Stable,No,0
1140,34,Male,Research & Development,Manufacturing Director,2,Life Sciences,Single,4033,3507.3620946236297,1.1498670200553605,Fair,11,3,0,1.0,No,3,2,0,2,5,2,3,4,2,4,3,Travel_Frequently,2,1,5323.56,0,Stable,No,0
1143,29,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,3291,4677.43752758106,0.7035903698540562,Underpaid,14,3,2,1.2,No,7,5,1,1,8,0,2,4,2,4,2,Travel_Frequently,10,1,6634.656,45,Medium,No,0
1148,42,Male,Research & Development,Laboratory Technician,3,Medical,Single,4272,8521.404046190339,0.501325835137448,Underpaid,19,3,0,1.0,No,1,0,0,0,16,4,4,2,3,1,3,Travel_Rarely,29,0,0.0,30,Medium,No,0
1150,29,Male,Research & Development,Manufacturing Director,1,Medical,Married,5056,5985.709721082047,0.844678448437359,Underpaid,15,3,1,1.1,Yes,10,7,1,2,10,1,4,2,2,3,2,Travel_Rarely,8,0,0.0,55,High,No,0
1152,38,Male,Human Resources,Human Resources,3,Human Resources,Married,2844,3758.9551621775013,0.7565932226636397,Underpaid,13,3,1,1.1,No,7,6,5,0,7,1,3,3,4,4,2,Travel_Rarely,1,1,4880.304000000001,50,High,No,0
1154,28,Male,Research & Development,Research Scientist,3,Life Sciences,Divorced,2703,2401.9856354570375,1.1253189694807175,Fair,14,3,1,1.1,Yes,3,1,0,2,3,1,3,3,3,4,2,Travel_Frequently,6,0,0.0,25,Medium,No,0
1156,18,Male,Research & Development,Laboratory Technician,1,Medical,Single,1904,1444.114401826599,1.3184551013352621,Overpaid,12,3,0,1.0,No,0,0,0,0,0,1,3,3,3,4,0,Non-Travel,8,0,0.0,0,Stable,Yes,1
1157,33,Female,Sales,Sales Executive,4,Marketing,Single,8224,4478.102096586884,1.8364922957580985,Overpaid,17,3,0,1.0,Yes,5,2,0,3,6,0,1,1,3,1,3,Travel_Rarely,9,0,0.0,40,Medium,Yes,1
1158,41,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,4766,3935.3943894303616,1.2110603228993948,Overpaid,11,3,1,1.1,Yes,1,0,0,0,6,3,4,2,3,1,4,Travel_Rarely,12,0,0.0,25,Medium,No,0
1160,31,Male,Research & Development,Laboratory Technician,3,Medical,Married,2610,2182.0324315922917,1.1961325424001183,Overpaid,12,3,1,1.1,No,2,2,2,2,2,1,3,3,2,3,5,Travel_Frequently,15,0,0.0,0,Stable,Yes,1
1161,37,Female,Research & Development,Healthcare Representative,2,Medical,Divorced,5731,5802.437872910118,0.9876883002498587,Fair,13,3,2,1.2,No,6,2,1,3,9,7,4,3,3,3,2,Travel_Rarely,25,1,10728.432,0,Stable,No,0
1162,27,Male,Research & Development,Research Scientist,3,Life Sciences,Married,2539,2858.384359805689,0.8882640262461411,Fair,13,3,1,1.1,No,4,2,2,2,4,1,3,4,3,3,0,Travel_Rarely,6,1,4356.924000000001,0,Stable,No,0
1163,34,Female,Sales,Sales Executive,1,Life Sciences,Married,5714,4386.254030910107,1.3027061268529398,Overpaid,20,4,0,1.0,No,6,5,1,3,6,1,3,2,2,1,3,Travel_Rarely,9,0,0.0,0,Stable,No,0
1164,35,Male,Human Resources,Human Resources,4,Technical Degree,Single,4323,3208.5749987438103,1.3473270849808712,Overpaid,17,3,0,1.0,No,5,4,1,4,6,1,3,3,1,2,2,Travel_Rarely,8,0,0.0,0,Stable,No,0
1165,29,Female,Sales,Sales Executive,1,Life Sciences,Married,7336,7028.956576346793,1.0436826462531354,Fair,13,3,1,1.1,No,11,8,3,10,11,1,1,4,1,1,3,Travel_Rarely,23,1,12588.576000000001,15,Stable,Yes,1
1166,40,Female,Research & Development,Research Director,4,Medical,Single,13499,10574.548631852518,1.2765556687061315,Overpaid,17,3,0,1.0,No,18,7,2,13,20,9,3,2,2,3,3,Travel_Frequently,9,0,0.0,0,Stable,No,0
1167,42,Male,Sales,Sales Executive,3,Life Sciences,Single,13758,12299.160157680093,1.118612964106248,Fair,12,3,0,1.0,Yes,21,9,13,14,22,0,1,3,2,2,2,Travel_Frequently,12,0,0.0,60,High,Yes,1
1171,42,Male,Sales,Sales Executive,4,Marketing,Single,5155,5786.299392388928,0.8908975582529803,Fair,13,3,0,1.0,No,6,4,1,5,9,7,1,2,4,4,3,Travel_Rarely,4,1,8041.8,15,Stable,No,0
1172,35,Male,Research & Development,Laboratory Technician,4,Medical,Married,2258,6116.022401720767,0.36919420036210177,Underpaid,12,3,1,1.1,No,8,0,1,7,10,6,3,4,3,2,2,Travel_Rarely,1,1,3576.6720000000005,30,Medium,No,0
1173,24,Male,Research & Development,Laboratory Technician,3,Medical,Single,3597,3777.5812000713277,0.9521966066360352,Fair,22,4,0,1.0,No,4,3,1,2,6,8,2,4,3,4,2,Travel_Rarely,24,1,9496.08,15,Stable,No,0
1175,28,Female,Research & Development,Laboratory Technician,1,Life Sciences,Married,2515,1900.5131261752504,1.3233268244042038,Overpaid,11,3,0,1.0,Yes,1,1,0,0,1,1,4,3,2,4,4,Travel_Rarely,12,0,0.0,25,Medium,Yes,1
1177,26,Male,Research & Development,Laboratory Technician,4,Medical,Married,4420,4616.022398541294,0.9575343484894616,Fair,22,4,1,1.1,No,8,7,0,7,8,1,4,1,3,2,2,Travel_Rarely,3,1,12835.68,0,Stable,No,0
1179,30,Male,Sales,Sales Executive,3,Marketing,Married,6578,6589.3401050883,0.9982790226475723,Fair,18,3,1,1.1,No,10,3,1,4,10,1,3,3,3,1,3,Travel_Rarely,10,1,15629.328000000001,0,Stable,No,0
1180,40,Female,Research & Development,Research Scientist,2,Medical,Married,4422,8228.65198115591,0.5373905726146441,Underpaid,13,3,1,1.1,Yes,1,1,0,0,16,3,4,3,1,4,3,Travel_Frequently,26,0,0.0,55,High,No,0
1182,35,Male,Research & Development,Manufacturing Director,3,Life Sciences,Divorced,10274,7896.743832923489,1.3010425838008242,Overpaid,18,3,1,1.1,No,7,7,6,4,15,2,2,3,4,2,2,Travel_Rarely,2,0,0.0,35,Medium,No,0
1184,34,Male,Research & Development,Healthcare Representative,3,Medical,Single,5343,7745.197156743495,0.6898468679196915,Underpaid,20,4,0,1.0,No,13,9,4,9,14,0,1,4,3,3,3,Travel_Frequently,1,1,12823.2,65,High,No,0
1185,35,Male,Research & Development,Laboratory Technician,4,Other,Married,2376,2094.592722126486,1.1343494011512758,Fair,13,3,1,1.1,No,2,2,2,2,2,1,4,4,4,2,2,Travel_Frequently,4,1,4077.2160000000003,0,Stable,No,0
1188,43,Female,Sales,Sales Executive,3,Marketing,Single,5346,4913.026235151987,1.0881277127628892,Fair,13,3,0,1.0,No,4,3,1,3,7,8,3,1,2,2,2,Travel_Rarely,9,1,8339.76,0,Stable,Yes,1
1190,32,Female,Sales,Sales Representative,1,Life Sciences,Divorced,2827,2286.069407725695,1.236620371387784,Overpaid,12,3,3,1.3,No,1,0,0,0,1,1,1,3,3,3,3,Non-Travel,2,0,0.0,15,Stable,No,0
1191,56,Female,Research & Development,Manager,4,Technical Degree,Divorced,19943,13871.176938841661,1.4377294794759772,Overpaid,13,3,1,1.1,No,5,2,4,2,28,4,1,4,3,4,2,Travel_Rarely,4,0,0.0,35,Medium,No,0
1192,29,Female,Research & Development,Laboratory Technician,1,Medical,Married,3131,6103.932481323999,0.5129480068103337,Underpaid,13,3,1,1.1,No,10,8,0,8,10,1,4,2,3,1,5,Travel_Rarely,6,1,5372.796000000001,30,Medium,No,0
1193,19,Male,Research & Development,Research Scientist,2,Life Sciences,Single,2552,1215.9189725321116,2.0988240644732628,Overpaid,25,4,0,1.0,No,1,1,0,0,1,1,1,3,3,3,4,Travel_Rarely,9,0,0.0,15,Stable,No,0
1195,45,Female,Research & Development,Research Scientist,3,Medical,Married,4477,4153.498196369263,1.0778865882049793,Fair,19,3,1,1.1,Yes,3,2,0,2,7,4,3,1,2,3,2,Travel_Rarely,7,0,0.0,25,Medium,No,0
1196,37,Female,Research & Development,Manufacturing Director,3,Life Sciences,Married,6474,7780.171453561368,0.8321153381570442,Underpaid,13,3,1,1.1,No,14,8,3,11,14,1,4,4,2,2,2,Travel_Rarely,1,1,11109.384000000002,30,Medium,No,0
1198,20,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,3033,2182.0324315922917,1.3899885061684134,Overpaid,12,3,0,1.0,No,2,2,1,2,2,1,3,1,2,1,2,Travel_Rarely,3,0,0.0,0,Stable,No,0
1200,44,Male,Research & Development,Research Scientist,4,Life Sciences,Single,2936,3683.7420990371866,0.797015621904524,Underpaid,11,3,0,1.0,Yes,6,4,0,2,6,1,3,3,3,3,4,Travel_Rarely,10,0,0.0,55,High,Yes,1
1201,53,Female,Research & Development,Manager,2,Medical,Divorced,18606,13015.679573536581,1.4295066112283243,Overpaid,18,3,1,1.1,No,7,7,4,7,26,3,3,4,3,2,6,Travel_Rarely,7,0,0.0,20,Stable,No,0
1202,29,Female,Research & Development,Research Scientist,1,Life Sciences,Married,2168,3891.604079809926,0.5570967538162026,Underpaid,18,3,1,1.1,Yes,5,4,1,3,6,0,4,2,2,1,2,Travel_Rarely,15,0,0.0,55,High,No,0
1203,22,Male,Research & Development,Research Scientist,4,Life Sciences,Married,2853,1299.3759116638098,2.195669455151607,Overpaid,11,3,1,1.1,Yes,0,0,0,0,1,0,4,3,3,2,5,Travel_Frequently,3,0,0.0,25,Medium,Yes,1
1204,46,Female,Sales,Manager,3,Marketing,Married,17048,15050.493624959574,1.1327203229884621,Fair,23,4,0,1.0,No,26,15,15,9,28,8,1,3,3,1,2,Travel_Rarely,2,1,47052.48,35,Medium,No,0
